titulo,precio,ubicacion,dorm,ban,sup
b'OPORTUNIDAD ven',U$S 49.000, Nueva Córdoba ,1,1,40
b'B\xc2\xb0 PROVIDENCIA',U$S 43.000, Providencia ,1,1,sin datos
b'Departamento a ',U$S 37.000, Alto Alberdi ,1,1,sin datos
b'Oportunidad!! A',U$S 39.000, Alto Alberdi ,1,1,40
b'DPTO. 2 DORMITO',U$S 48.000, San Martin ,2,1,sin datos
"b'Centro,  depart'",U$S 140.000, Centro ,4,2,sin datos
b'OPORTUNIDAD INV',U$S 52.000, Centro ,1,1,41
b'VENTA DPTO. 2 D',U$S 350.000, Nueva Córdoba ,2,2,sin datos
b'VENTA DE DEPART',U$S 45.000, Nueva Córdoba ,1,1,sin datos
b'Departamento en',U$S 111.111, Santina Norte ,2,2,sin datos
b'DEPARTAMENTO 1 ',U$S 60.000, Nueva Córdoba ,1,1,sin datos
b'DUPLEX VENTA QU',U$S 89.000, Quebrada de las Rosas ,3,2,sin datos
b'DPTO VENTA! NVA',U$S 60.000, Nueva Córdoba ,1,1,sin datos
b'OPORTUNIDAD!!!!',U$S 28.000, Centro ,1,1,sin datos
b'DEPARTAMENTO VE',U$S 135.000, Altos de Villa Sol ,3,2,sin datos
b'GRAL PAZ * 1 DO',U$S 55.000, General Paz ,1,1,sin datos
b'Duplex La Catal',U$S 145.000, La Catalina ,3,3,sin datos
b'APTO CREDITO Co',U$S 80.000, Centro ,2,1,sin datos
b'DEPTO 1 DORM EN',U$S 75.000, Nueva Córdoba ,1,1,sin datos
b'1 Dormitorio c ',U$S 85.000, Nueva Córdoba ,1,1,65
"b'General Paz,  d'",U$S 70.000, General Paz ,2,1,60
"b'MANANTIALES,  1'",U$S 90.000, Manantiales ,1,1,sin datos
b'VENTA DEPTO 2 D',U$S 120.000, Nueva Córdoba ,2,2,sin datos
b'VENTA- 1 dormit',U$S 40.000, Observatorio ,1,1,sin datos
b'Juan del Campil',U$S 38.000, Cofico ,1,1,40
b'CERCA DE TODO! ',U$S 58.000, Centro ,1,1,sin datos
b'Alto Alberdi FR',U$S 29.900, Alto Alberdi ,1,1,sin datos
b'DEPARTAMENTO VE',U$S 65.000, Nueva Córdoba ,1,1,sin datos
b'Vendo departame',consultar, Villa Belgrano ,3,3,sin datos
b'SE VENDE DPTO A',U$S 32.000, San Vicente ,1,1,sin datos
b'AMPLIO DPTO. 2 ',U$S 110.000, General Paz ,2,2,sin datos
b'Venta Centro Bv',U$S 45.000, Nueva Córdoba ,1,1,sin datos
b'Venta  /  Nva C',U$S 72.000, Nueva Córdoba ,1,1,sin datos
b'Alberdi- 1 dorm',U$S 58.000, Alberdi ,2,1,sin datos
b'Venta- Alberdi ',U$S 40.000, Alberdi ,1,1,sin datos
b'DEPARTAMENTO PL',U$S 48.000, Centro ,1,1,sin datos
"b'General Paz,  F'",U$S 65.000, General Paz ,1,1,52
b'Dto 2 Dorm C / ',U$S 99.000, Centro ,2,2,sin datos
b'Imperdible depa',consultar, General Paz ,1,1,sin datos
b'VENTA DEPARTAME',U$S 125.000, Nueva Córdoba ,2,1,sin datos
b'OPORTUNIDAD MON',U$S 37.500, General Paz ,sin datos,1,sin datos
b'VENTA DE DEPART',U$S 53.000, Centro ,1,1,sin datos
b'VENTA- 2 dormit',U$S 115.000, Centro ,2,1,sin datos
b'VENTA- 1 dormit',U$S 66.000, Nueva Córdoba ,1,1,sin datos
b'SE VENDE DEPART',U$S 55.000, Alto Alberdi ,2,2,sin datos
b'Oportunidad!! V',U$S 67.000, Centro ,1,1,sin datos
b'Departamento de',U$S 80.000, General Paz ,1,1,sin datos
b'B',U$S 680.000, Villa Belgrano ,3,sin datos,sin datos
b'Terraforte I- M',U$S 59.000, Centro ,1,1,45
b'VENTA DUPLEX 3 ',U$S 175.000, Manantiales ,3,3,sin datos
b'B\xc2\xba San Vicente',U$S 50.000, San Vicente ,2,1,sin datos
b'VENTA- 1 dormit',U$S 40.000, Observatorio ,1,1,sin datos
b'B\xc2\xba GRAL PAZ- 1',consultar, General Paz ,1,1,sin datos
b'VENTA DE DEPART',U$S 85.000, Nueva Córdoba ,1,1,sin datos
b'DEPARTAMENTO EN',U$S 110.000, Las Rosas ,1,1,sin datos
b'VENTA DEPARTAME',U$S 60.000, Nueva Córdoba ,1,1,sin datos
b'Departamento en',U$S 260.000, Nueva Córdoba ,3,4,sin datos
b'VENTA DPTO UN D',U$S 55.000, Centro ,1,sin datos,sin datos
b'FRENTE AL COLEG',U$S 49.000, General Paz ,1,1,sin datos
b'Bolivia 200- CO',U$S 80.000, Nueva Córdoba ,1,1,sin datos
b'DPTO 2 DORMITOR',U$S 145.000, Jardín Espinosa ,2,2,sin datos
b'CHATEAU VILLAGE',U$S 900.000, Villa Belgrano ,3,4,sin datos
"b'B\xc2\xb0 Gral. Paz, '",U$S 120.000, General Paz ,2,1,sin datos
b'LA LUNITA- DTO ',U$S 47.000, Alberdi ,1,1,sin datos
b'PLENO CENTRO- D',U$S 46.900, Centro ,2,1,sin datos
b'CENTRO- 2 DORM-',U$S 75.000, Centro ,2,1,sin datos
b'Depto Vilanova ',U$S 540.000, Villa Belgrano ,3,3,sin datos
b'B Gral. Paz 1 d',consultar, General Paz ,1,1,sin datos
b'Depto en Venta.',U$S 24.500, Ipona ,1,1,40
b'COMPLEJODE DEPA',U$S 90.000, Parque Liceo II ,2,1,220
b'FONTANAS DEL SU',U$S 130.000, Tejas 1 ,2,2,112
b'Complejo Gama- ',U$S 50.000, Villa Union ,1,1,sin datos
b'DEPARTAMENTO EN',U$S 48.000, Nueva Córdoba ,1,1,sin datos
b'DEPARTAMENTO EN',U$S 35.000, Nueva Córdoba ,1,1,sin datos
b'VENTA DEPARTAME',U$S 143.000, General Paz ,Monoambiente,sin datos,sin datos
b'DEPARTAMENTO EN',U$S 105.000, Centro ,1,2,sin datos
b'Depto en venta-',U$S 215.000, Valle Escondido ,2,1,sin datos
b'Depto en Venta-',U$S 175.000, Cerro de las Rosas ,2,2,sin datos
b'Depto en venta-',U$S 69.000, Nueva Córdoba ,2,1,sin datos
b'DEPARTAMENTO EN',consultar, Centro ,3,1,sin datos
b'DEPARTAMENTO EN',U$S 98.000, Centro ,2,1,sin datos
b'OPORTUNIDAD INV',U$S 58.000, Cerro de las Rosas ,1,1,45
b'OPORTUNIDAD!!! ',U$S 38.000, Centro ,1,1,40
b'Departamento en',U$S 295.000, Chateau Carreras ,3,3,sin datos
b'DUPLEX EN VENTA',U$S 98.000, Palmas de Claret ,3,2,sin datos
b'Duplex en Venta',U$S 175.000, Villa Belgrano ,3,1,sin datos
b'Departamento en',consultar, Arguello ,2,sin datos,sin datos
b'Vendo Departame',U$S 240.000, Valle Escondido ,2,2,100
b'SE VENDE depart',U$S 27.400, Amp. San Pablo ,2,1,41
b'B\xc2\xb0 G Paz Vdo o',U$S 18.000, General Paz ,Monoambiente,3,24
b'EXCELENTE DPTO ',U$S 42.000, Alta Córdoba ,1,1,sin datos
b'SE VENDE DEPART',U$S 63.000,sin ubicacion,1,1,sin datos
b'Due\xc3\xb1o Vende Dp',U$S 78.000, Balcones del Chateu ,3,1,98
b'2 DORMITORIOS E',U$S 85.000, Nueva Córdoba ,2,1,sin datos
b'\xc2\xa1En Block! Est',U$S 180.000, Pueyrredon ,Monoambiente,sin datos,494
b'OPORTUNIDAD DE ',U$S 55.000,sin ubicacion,2,1,sin datos
b'LIQUIDO COMPLEJ',U$S 69.000, Bella Vista Oeste ,2,3,360
b'GERNERAL PAZ EX',U$S 62.000, General Paz ,1,1,sin datos
b'LIQUIDO DEPTO T',U$S 29.000, San Vicente ,1,1,sin datos
b'SUPER OPORTUNID',U$S 28.000, Alberdi ,1,1,48
b'A CUADRAS DE TR',U$S 48.000, Centro ,1,1,sin datos
b'HOY MEGA OPORTU',U$S 350.000, Villa Belgrano ,3,3,309
b'VENDO DEPTO 1 D',U$S 30.000, Alto Alberdi ,1,1,27
b'Te ofrezco el d',consultar, Alta Córdoba ,1,1,45
b'UARA- DEPARTAME',U$S 55.000, Cofico ,1,1,sin datos
b'DEPARTAMENTO 2 ',U$S 110.000, Los Naranjos ,2,2,sin datos
b'UARA- MONOAMBIE',U$S 20.000, Alberdi ,1,1,sin datos
b'DEPARTAMENTO EN',U$S 52.000, Alberdi ,1,1,sin datos
b'UARA- DEPARTAME',U$S 48.000, Alberdi ,2,1,sin datos
b'Depto 1 dorm. d',U$S 65.000, Los Naranjos ,1,1,sin datos
b'DEPARTAMENTO EN',consultar, General Paz ,1,1,sin datos
b'PRE VENTA 150M ',consultar, Centro ,1,1,sin datos
b'VENTA DEPARTAME',U$S 38.900, Alto Alberdi ,Monoambiente,1,77
b'Depto con coche',U$S 47.000, Arguello ,1,1,sin datos
b'VENDO DEPARTAME',U$S 55.000, Las Palmas ,2,2,126
b'Nueva Cba  /  G',U$S 52.000, Nueva Córdoba ,1,1,sin datos
b'B PUEYRREDON ap',U$S 37.000, Yofre Sud ,2,1,sin datos
b'Alquiler depto.',U$S 33.000, San Vicente ,2,1,sin datos
b'EN VENTA- Depto',U$S 30.000, Centro ,Monoambiente,1,26
b'EN VENTA- Depto',U$S 32.500, Centro ,Monoambiente,1,24
b'VENTA DEPARTAME',U$S 25.000, San Vicente ,1,1,48
b'VENTA DEPARTAME',U$S 35.000, Centro ,1,1,40
b'Moderno departa',U$S 67.000, Cofico ,2,2,65
b'OPORTUNIDAD: VE',U$S 65.000, Alta Córdoba ,2,2,60
b'Departamento un',U$S 37.900, Pueyrredon ,1,1,sin datos
b'DEPARTAMENTO- A',U$S 30.000, Alta Córdoba ,1,1,40
b'Barrio Gral Paz',U$S 38.000, General Paz ,1,1,45
b'VENDO DEPARTAME',U$S 50.000, Nueva Córdoba ,1,1,40
b'OPORTUNIDAD DEP',U$S 50.000, Alto Alberdi ,1,1,40
b'80 M2! Terraza!',U$S 45.000, Alberdi ,1,1,81
b'Moreno',U$S 147.000, Nueva Córdoba ,2,1,sin datos
b'B\xc2\xb0 Alto Gral P',U$S 39.000, Alto General Paz ,1,1,40
b'Excelente Dpto ',U$S 48.000, Ducasse ,1,1,sin datos
"b'DPTO 2 DORM,  P'",U$S 69.000, Centro ,2,2,sin datos
b'EXCELENTE ESTAD',U$S 43.000, Quebrada de las Rosas ,2,1,55
b'VENTA- dpto. 3 ',U$S 72.000, Chateau Carreras ,3,1,sin datos
b'CARDINALES ALTO',consultar, Alto Alberdi ,2,2,50
b'Nueva Cordoba. ',U$S 49.900, Centro ,1,1,45
"b'Venta,  ideal o'",U$S 42.000, Centro ,1,1,sin datos
b'Dpto 1dorm. con',U$S 28.000, General Bustos ,1,1,50
b'Oportunidad 1 y',U$S 67.000, Nueva Córdoba ,2,1,sin datos
b'OPORTUNIDAD 3X1',U$S 65.000, Alberdi ,1,1,sin datos
b'Vendo departame',U$S 80.000, Alto Alberdi ,1,1,sin datos
b'SE VENDEN DEPAR',U$S 30.000, Otro ,1,1,sin datos
b'SE VENDE DEPART',U$S 29.000, San Vicente ,1,1,sin datos
"b'Depto 3 Dorm,  '",U$S 65.000, Jardín Hipodromo ,3,2,100
b'SE VENDE DEPART',U$S 165.000, General Paz ,2,2,sin datos
b'SE VENDE DEPART',U$S 100.000, General Paz ,2,2,sin datos
b'SE VENDE DEPART',U$S 85.000, General Paz ,2,1,sin datos
b'SE VENDE DEPART',U$S 60.000, General Paz ,1,1,sin datos
b'Dpto de Dos Dor',U$S 85.000, Alberdi ,2,1,sin datos
b'VENTA IMPORTANT',U$S 220.000, Nueva Córdoba ,3,2,133
b'Duplex a Estren',U$S 165.000, Greenville 2 ,3,3,sin datos
b'Hermoso Dpto. e',U$S 55.000, Nueva Córdoba ,1,1,45
"b'ALBERDI. 85m2, '",U$S 60.000, Centro ,2,1,sin datos
b'VENDO 2 DORMITO',U$S 140.000, General Paz ,2,1,sin datos
b'Departamentos d',U$S 118.000, Alto Alberdi ,2,2,sin datos
b'DEPARTAMENTO EN',U$S 380.000, Altos de Villa Sol ,3,3,sin datos
b'super premium c',U$S 99.000, Nueva Córdoba ,2,1,57
b'1dor con patio ',U$S 25.000, General Bustos ,1,1,50
b'Vendo departame',U$S 83.000, Quebrada de las Rosas ,2,1,sin datos
b'Centro- Dean Fu',U$S 85.000, Centro ,2,2,sin datos
b'DUPLEX GREENVIL',U$S 175.000, Greenville 2 ,3,3,sin datos
b'DEPARTAMENTO 3 ',U$S 390.000, Altos de Villa Sol ,3,3,sin datos
b'DEPTO  /  /  2 ',consultar, Centro ,2,1,70
b'1 Dorm  /  /  P',U$S 68.000, Centro ,1,1,45
b'Cardinales Alto',consultar, Alto Alberdi ,1,1,45
b'Depto  /  /  D\xc3',U$S 62.000, General Paz ,1,1,50
b'MIRACIELOS  /  ',consultar, General Paz ,1,1,55
b'LIVETTE  /  /  ',consultar, Chateau Carreras ,2,2,50
b'Excelente Depto',U$S 80.000, Nueva Córdoba ,1,1,51
b'DEPARTAMENTO EN',U$S 45.000, Cofico ,1,1,sin datos
b'Venta- Dpto 1 D',U$S 57.000, Jardín Espinosa ,1,1,sin datos
b'CENTRO ALBERDI-',U$S 35.000, Alberdi ,1,1,60
b'D\xc3\xbaplex  /  /  ',consultar, Manantiales ,3,3,120
b'Milenica Univer',consultar, Crisol Norte ,1,1,45
b'LAS PALMAS DEPT',U$S 55.000, Las Palmas ,2,1,sin datos
b'Duplex reciclad',U$S 80.000, Centro ,1,2,sin datos
b'VENDO 2 DORMITO',U$S 120.000, Alta Córdoba ,2,2,sin datos
b'DEPARTAMENTO EN',U$S 83.000, General Paz ,2,2,sin datos
b'Complejo Casona',consultar, Jardín ,3,2,160
b'ALTA CBA- VENTA',U$S 52.000, Alta Córdoba ,2,sin datos,sin datos
b'Torre Genesis I',U$S 65.000, Nueva Córdoba ,1,1,sin datos
b'PISO B\xc2\xb0 NUEVA ',U$S 330.000, Nueva Córdoba ,3,4,sin datos
b'DUPLEX 2 DOR EN',U$S 80.000, Manantiales ,2,2,sin datos
b'INCREIBLE DPTO ',U$S 250.000, Villa Rivera Indarte ,3,3,sin datos
b'Duplex A estren',U$S 178.000, Greenville 2 ,3,3,sin datos
b'DEPTO DE 1 DORM',consultar, Don Bosco ,1,1,sin datos
b'Depto en Venta-',U$S 45.000, Pueyrredon ,1,1,sin datos
b'Tribunales- Pje',U$S 41.500, Paso de los Andes ,2,sin datos,sin datos
b'Dpto Planta Baj',U$S 35.000, Parque Capital Sud ,3,1,sin datos
"b'NUEVA CBA,  mon'",U$S 40.000, Nueva Córdoba ,Monoambiente,1,30
b'Nueva Cba DEPTO',U$S 67.500, Nueva Córdoba ,1,1,sin datos
b'1 DORM EXTERNO ',U$S 60.000, Nueva Córdoba ,1,1,sin datos
b'DPTO. D\xc3\x9aPLEX C',U$S 70.000, Parque Corema ,1,1,sin datos
b'DEPARTAMENTO EN',U$S 67.000, Alto Alberdi ,2,1,sin datos
b'DEPARTAMENTO VE',U$S 49.000, Nueva Córdoba ,1,1,sin datos
b'DUPLEX EN VENTA',U$S 90.000, Docta Urbanización Inteligente ,2,2,sin datos
b'CASA A ESTRENAR',consultar, Arguello ,3,2,sin datos
b'COFICO- DPTO 1 ',U$S 45.000, Cofico ,1,1,sin datos
b'DEPARTAMENTO EN',U$S 60.000, Nueva Córdoba ,1,1,sin datos
b'Carlos Paz! Dpt',consultar,sin ubicacion,1,sin datos,sin datos
b'DEPTO EN VENTA ',consultar, Cofico ,1,1,sin datos
b'HOUSING DE 4 UN',U$S 140.000, Villa Warcalde ,2,3,sin datos
b'Venta- Dpto 2 d',U$S 70.000, General Paz ,2,1,sin datos
b'Departamento 1 ',U$S 59.000, Nueva Córdoba ,1,1,sin datos
b'Departamento 1 ',U$S 47.000, Nueva Córdoba ,1,1,sin datos
b'VENDO MONOAMBIE',U$S 15.000, Alberdi ,Monoambiente,1,sin datos
b'VENTA Departame',U$S 39.000, Alto Alberdi ,1,1,sin datos
b'Colinas de Mana',U$S 95.000, Manantiales ,3,3,sin datos
b'DEPARTAMENTO VE',U$S 55.000, Nueva Córdoba ,1,1,sin datos
b'Duplex en venta',U$S 90.000, Centro ,3,1,sin datos
b'DUPLEX EN VENTA',U$S 75.000, Alta Córdoba ,2,2,sin datos
b'HERMOSO DPTO 2 ',U$S 115.000, Nueva Córdoba ,2,2,sin datos
b'EXCELENTE DPTO ',U$S 90.000, Nueva Córdoba ,2,2,sin datos
b'D\xc3\x9aPLEX 3 DORM.',U$S 185.000, Cañuelas ,3,3,sin datos
b'CENTRO- Departa',U$S 54.000, Nueva Córdoba ,1,1,sin datos
b'D\xc3\x9aPLEX 3 DORM.',U$S 175.000, Cañuelas ,3,3,sin datos
b'3 DORMIT COCHER',U$S 110.000, General Paz ,3,2,sin datos
b'EXCELENTE PISO ',U$S 235.000, Centro ,3,3,sin datos
b'Incre\xc3\xadble vist',U$S 69.000, San Martin ,sin datos,1,sin datos
b'Centro = Santo ',U$S 45.000, Centro ,1,sin datos,sin datos
b'MIRADORES DE MA',U$S 120.000, Manantiales ,3,3,sin datos
b'Fragueiro y 9 d',U$S 35.000, Alberdi ,1,sin datos,sin datos
b'GENERAL PAZ 1 D',U$S 77.000, General Paz ,1,1,sin datos
b'VENTA DE DPTO D',U$S 60.000, Alberdi ,2,1,60
b'DEPARTAMENTO EN',U$S 105.000,sin ubicacion,1,2,sin datos
b'Departamento en',consultar, Villa Belgrano ,3,sin datos,sin datos
b'Depto en Venta-',U$S 45.000, Centro ,1,1,sin datos
b'Departamento en',U$S 50.000, Centro ,1,1,sin datos
b'DEPARTAMENTO EN',consultar, Quebrada de las Rosas ,1,1,sin datos
b'ESPECTACULAR DE',consultar, Villa Belgrano ,4,4,sin datos
b'DEPARTAMENTO EN',U$S 75.000, Nueva Córdoba ,1,1,sin datos
b'VENTA 1 DORMITO',U$S 39.990, Centro ,1,1,sin datos
b'Duplex en Venta',U$S 167.000, Villa Belgrano ,3,2,sin datos
b'Duplex en Venta',U$S 165.000, Urca ,3,3,sin datos
b'DTO 1 DORMITORI',U$S 61.700, Nueva Córdoba ,1,1,50
b'OPORTUNIDAD VEN',U$S 57.000, Nueva Córdoba ,1,1,sin datos
b'EXCELENTE OPORT',U$S 48.000, San Martin ,1,1,sin datos
b'Cordillera 4100',U$S 62.000, Quebrada de las Rosas ,2,1,sin datos
b'Cordillera 4100',U$S 42.000, Quebrada de las Rosas ,1,1,sin datos
b'AL FRENTE PALAC',U$S 105.000, Nueva Córdoba ,2,2,110
b'D\xc3\x9aPLEX EN VENT',U$S 55.000, Las Palmas ,3,2,sin datos
b'Depto.en VENTA ',U$S 35.000, Alto Alberdi ,1,1,40
b'DEPARTAMENTO DE',U$S 115.000, Alto Alberdi ,2,2,sin datos
b'EN VENTA! DUPLE',U$S 28.000, Alto Alberdi ,1,1,sin datos
b'DUPLEX EN VENTA',U$S 55.000, Alto Alberdi ,2,2,sin datos
b'MONOAMBIENTE Nu',U$S 39.900, Nueva Córdoba ,Monoambiente,1,sin datos
b'B\xc2\xba CENTRO- Dpt',U$S 65.000, Centro ,2,1,sin datos
b'Vendo departame',U$S 39.000, Centro ,2,1,sin datos
b'DEPARTAMENTO UN',U$S 73.000, Nueva Córdoba ,1,1,sin datos
b'Depto en VENTA.',U$S 40.000,sin ubicacion,1,1,sin datos
b'SE VENDE DEPART',U$S 46.500, Alberdi ,1,1,sin datos
b'DEPARTAMENTO- V',U$S 45.000, Nueva Córdoba ,1,1,sin datos
b'Venta departame',U$S 165.000, Jardín Hipodromo ,2,2,sin datos
b'DEPARTAMENTO EN',U$S 48.000,sin ubicacion,2,1,sin datos
b'Nva. Cordoba De',U$S 100.000, Nueva Córdoba ,2,1,sin datos
b'DEPTO ALBERDI R',U$S 19.500, Alberdi ,1,1,sin datos
b'Centro- Recicla',U$S 130.000, Centro ,4,3,sin datos
b'DEPARTAMENTO VE',U$S 99.000, Centro ,3,2,sin datos
b'DPTO A MEDIA CU',U$S 49.000, Guemes ,1,1,57
b'VENTA PLAN AHOR',U$S 28.000, Centro ,2,1,sin datos
b'VENTA PLAN AHOR',U$S 21.500, Centro ,2,1,sin datos
b'VENTA PLAN AHOR',U$S 13.000, Centro ,1,1,sin datos
b'B\xc2\xba Chateau com',U$S 61.000, Quebrada de las Rosas ,2,1,sin datos
b'DEPARTAMENTO EN',U$S 70.000, Guemes ,1,1,sin datos
b'DEPARTAMENTO EN',U$S 96.000, Alberdi ,2,1,sin datos
b'departamento en',U$S 79.000, Villa Sol ,2,1,sin datos
b'Venta departame',U$S 55.000, Centro ,1,1,sin datos
b'ALTA CBA LAVALL',U$S 41.000, Alta Córdoba ,1,1,40
b'Monoambiente- N',U$S 45.000, Nueva Córdoba ,Monoambiente,1,25
b'SAN MARTIN (VID',U$S 38.000, San Martin ,2,1,sin datos
b'NUEVA CORDOBA',U$S 115.000, Nueva Córdoba ,2,2,sin datos
b'Vendo 1 dormito',U$S 55.000, Nueva Córdoba ,1,1,sin datos
b'Nueva Cba- Guem',U$S 55.000, Nueva Córdoba ,1,1,sin datos
b'NUEVA CORDOBA P',U$S 60.000, Nueva Córdoba ,1,1,sin datos
b'OPORTUNIDAD! SE',U$S 23.000, Rivadavia ,1,1,sin datos
b'Departamento Co',U$S 37.000, Alberdi ,1,1,sin datos
b'SE VENDE DEPART',U$S 42.000, Alberdi ,2,1,sin datos
b'DEPARTAMENTO 1 ',U$S 75.000, Nueva Córdoba ,1,1,sin datos
b'COFICO GNI CARD',U$S 50.000, Cofico ,1,1,66
b'Departamento en',U$S 47.000, Centro ,1,1,sin datos
b'DEPARTAMENTO UN',consultar, Nueva Córdoba ,1,1,60
b'SE VENDE DEPTO ',U$S 53.000, Alberdi ,2,1,sin datos
b'Venta departame',U$S 46.900, Providencia ,1,1,sin datos
b'Vendo departame',U$S 57.900, Nueva Córdoba ,Monoambiente,1,sin datos
b'Duplex- San Ign',U$S 80.000, San Ignacio ,2,1,80
b'DEPARTAMENTO NU',U$S 55.000, Nueva Córdoba ,1,1,sin datos
b'AMBIENTES AMPLI',U$S 22.000, Alto General Paz ,1,1,48
b'Imponente depar',U$S 86.000, General Paz ,2,1,50
b'Chacabuco 1202-',U$S 350.000, Nueva Córdoba ,3,4,331
b'Vistalba V\xc2\xaa Be',U$S 320.000, Villa Belgrano ,2,3,238
b'Haus 115 Urban ',U$S 300.000,sin ubicacion,2,3,175
b'Valle Escondido',U$S 220.000, Valle Escondido ,2,2,98
b'Balcones del Ch',U$S 90.000, Chateau Carreras ,2,2,80
b'El Rodeo Villa ',U$S 180.000, Villa Warcalde ,3,3,119
b'Condominio Chat',consultar,sin ubicacion,3,sin datos,200
b'Duplex 3 dormit',U$S 129.000, Claros del Bosque ,3,3,sin datos
b'NUEVA CORDOBA- ',U$S 78.000, Nueva Córdoba ,1,1,sin datos
b'Venta- Departam',U$S 43.000, Nueva Córdoba ,1,1,sin datos
b'VENDO DEPARTAME',U$S 55.000, Centro ,1,1,sin datos
b'Venta departame',U$S 118.000, Nueva Córdoba ,3,2,sin datos
b'DEPARTAMENTO EN',U$S 32.000, Alto Alberdi ,1,1,sin datos
b'Amplio un dormi',consultar, Centro ,1,1,55
b'Departamento Ba',U$S 70.500, Chateau Carreras ,2,1,sin datos
b'Moreno',U$S 67.000, Nueva Córdoba ,1,1,sin datos
b'Oportunindad de',U$S 19.900, Guemes ,1,1,sin datos
b'DEPARTAMENTO 1 ',U$S 67.000, Nueva Córdoba ,1,1,sin datos
b'Semi Piso de Ca',consultar, Nueva Córdoba ,4,4,237
b'DEPARTAMENTO 1 ',U$S 65.000, Nueva Córdoba ,1,1,sin datos
b'D\xc3\xbaplex a Estre',U$S 190.000, Jardín Espinosa ,3,3,180
b'DEPARTAMENTO IN',U$S 45.000, Providencia ,2,1,sin datos
b'Depto en VENTA.',U$S 89.900, Chateau Carreras ,2,1,62
b'OPORTUNIDAD FRE',U$S 95.000, Nueva Córdoba ,1,1,75
b'HERMOSO DEPTO E',U$S 52.000, Centro ,1,1,sin datos
b'NVA C\xc3\x93RDOBA GR',U$S 50.000, Alto Alberdi ,1,sin datos,69
b'ALTA CORDOBA DE',U$S 53.000, Alta Córdoba ,1,1,40
b'DEPARTAMENTO CO',U$S 53.000, Cofico ,1,1,45
b'NUEVA C\xc3\x93RDOBA!',U$S 45.000, Nueva Córdoba ,1,1,82
b'Alta Cordoba 3 ',U$S 61.500, Alta Córdoba ,3,1,sin datos
b'DEPARTAMENTO EN',U$S 65.000, General Paz ,1,1,sin datos
b'Alto Villasol. ',U$S 89.900, Chateau Carreras ,2,1,sin datos
b'SE VENDE DEPART',U$S 65.000, Nueva Córdoba ,1,1,sin datos
b'Moreno',U$S 65.000, Nueva Córdoba ,1,1,sin datos
b'Regam Pilay 9 e',U$S 50.000, Alberdi ,1,1,45
b'Dpto. de Catego',consultar, Valle Escondido ,2,2,122
b'Categor\xc3\xada! Ven',U$S 160.000, Jardín Claret ,3,2,120
b'Departamento 1 ',U$S 77.000, Nueva Córdoba ,1,1,50
"b'Complejo 1910, '",U$S 310.000, Villa Belgrano ,3,3,310
b'departamento en',U$S 79.000, Lomas del Chateau  ,2,1,sin datos
b'VENDO DEPARTAME',U$S 75.000, Alto Alberdi ,1,1,sin datos
b'SE VENDE DEPART',U$S 78.000, Nueva Córdoba ,1,1,sin datos
b'VENTA DUPLEX EN',U$S 180.000, Villa Belgrano ,3,3,sin datos
b'IMPORTANTE DPTO',U$S 450.000, Valle Escondido ,3,3,sin datos
b'Nuevocentro Sho',U$S 34.000, Alberdi ,1,1,sin datos
b'ALTA C\xc3\x93RDOBA +',U$S 53.000, Alta Córdoba ,1,1,sin datos
b'COFICO * DPTO 2',U$S 80.000, Cofico ,2,1,sin datos
b'COFICO * PREMIU',U$S 42.900, Cofico ,1,sin datos,49
b'Barrio Gral Paz',U$S 57.000, General Paz ,1,1,sin datos
b'Depto 1 dorm. P',U$S 58.000, General Paz ,1,1,sin datos
b'D\xc3\xbaplex 2 Dormi',U$S 85.000, Manantiales ,2,2,sin datos
b'DEPARTAMENTO NU',U$S 62.000, Nueva Córdoba ,1,1,sin datos
b'Piso de Categor',U$S 260.000, Nueva Córdoba ,3,3,sin datos
b'CHACRAS DEL NOR',U$S 170.000, Chacra del Norte ,3,3,sin datos
b'DUPLEX A ESTREN',U$S 99.000, Manantiales ,2,3,126
b'COMPLEJO EL ALG',U$S 55.000, Alberdi ,1,1,sin datos
b'Depto 1 dorm. c',U$S 29.000, Las Palmas ,1,sin datos,48
b'AMPLIA TU CALID',U$S 470.000, General Belgrano ,3,3,sin datos
b'INVERTI EN GUEM',U$S 90.000, Guemes ,1,1,sin datos
b'Nueva cordoba u',U$S 67.900, Nueva Córdoba ,1,1,sin datos
b'Hermoso depto c',U$S 36.000, Pueyrredon ,1,1,sin datos
b'Departamento en',U$S 42.000, Jardín Espinosa ,2,1,sin datos
b'Departamento 1 ',U$S 55.000, Nueva Córdoba ,1,1,sin datos
b'LAS PALMAS (AV.',U$S 30.000, Las Palmas ,1,1,sin datos
b'ALBERDI (CORONE',U$S 38.900, Alberdi ,1,1,sin datos
b'Vendo Departame',U$S 15.900, Centro ,2,1,sin datos
b'VENDO DEPARTAME',U$S 86.000, Centro ,2,1,sin datos
b'VENTA DEPARTAME',U$S 79.900, Centro ,2,1,sin datos
b'PRADOS DE MANAN',U$S 135.000, Manantiales ,3,3,sin datos
b'PRADOS DE MANAN',U$S 139.000, Manantiales ,3,3,182
b'Solares de Mana',U$S 105.000, Manantiales ,3,3,sin datos
b'NUEVA CBA- Bv C',U$S 115.000, Nueva Córdoba ,2,2,sin datos
b'NUEVA CBA- Bv C',U$S 95.000, Nueva Córdoba ,1,1,sin datos
